Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,District,Municipality,Road No.,Analysis Date,Inspection Date,Asset Value (Depreciated),Asset Value (ACI),Replacement Cost,Maintenance Cost,Depreciation Cost,Unit Cost,Length of Bridge Deck  (m),Width of Bridge Deck  (m),Maximum Height Pier/Abutment (m),Maximum Span Length(m),Overall Length Culvert (m),Overall Width Culvert (m),Max Fill Height Culvert,Max Height of Retaining Wall (m),Area_Wall_RW,Total_Length_GA,Horizontal_Length_GA,Overall_Height_TU,Overall_Length_TU,Overall_Width_TU,FctHt,Fct_TypeBridge,DeprValue,Age
UN214,#NAME?,Bridge,Bridge Cellular,7/28/2021,,,,6/30/2022,7/28/2021,4568116,7270282,7831824,42870,3220838,24450,,,,,36.4,8.8,0,,,,,,,,,,0.589,47
UN215,D3820 over river,Bridge,Bridge,8/1/2021,Mopani,,,6/30/2022,8/1/2021,2678627,5645548,5696245,10000,3007617,30100,39.1,4.84,3.6,,,,,,,,,,,,,1,0.472,57
UN216,UN216 - D3820 over river,Major Culvert,Culvert Major,7/29/2021,Mopani,,,6/30/2022,7/29/2021,5218486,5457240,5457240,0,238754,24450,,,,,9,24.8,0,,,,,,,,,,0.956,5
UN217,UN217 - D3820 over river,Major Culvert,Culvert Major,7/29/2021,,,,6/30/2022,7/29/2021,5674603,5989028,5989028,0,314424,24450,,,,,11.5,21.3,0,,,,,,,,,,0.948,6
UN218,D3912 over river,Bridge,Bridge,9/5/2021,Mopani,,,6/30/2022,9/5/2021,2354568,5095003,5211213,900,2855745,30100,19.9,8.7,4.03,,,,,,,,,,,,,1,0.452,62
UN22,D4100 over Motseleope river,Bridge,Bridge Cellular,8/13/2021,Sekhukhune,,,6/30/2022,8/13/2021,7110515,11798533,12397320,188410,5098399,24450,,,,,29.6,17.13,0,,,,,,,,,,0.589,47
UN226,D1675 over Conveyor belt,Major Culvert,Culvert Major,9/2/2021,Waterberg,,,6/30/2022,6/23/2021,1017148,2097944,2244510,206110,1021252,24450,,,,,8.5,10.8,0.2,,,,,,,,,,0.545,52
UN227,D2001 over conveyor,Bridge,Bridge Cellular,9/2/2021,Waterberg,,,6/30/2022,9/2/2021,1672639,2898543,2948670,63390,1212641,24450,,,,,9,13.4,2.3,,,,,,,,,,0.589,47
UN229,D2460 Over river,Major Culvert,Culvert Major,7/22/2021,Waterberg,,,6/30/2022,7/15/2021,2134780,3163879,3814200,110830,1568590,24450,,,,,13,12,0.5,,,,,,,,,,0.589,47
UN230,D2509 over Rail,Bridge,Bridge,7/30/2021,Waterberg,,,6/30/2022,6/17/2021,5805543,11843524,12795510,285120,6704847,30100,32.7,13,5.46,,,,,,,,,,,,,1,0.476,56
UN231,D2816 over Conveyor,Bridge,Bridge,8/30/2021,Waterberg,,,6/30/2022,6/25/2021,1932461,3457850,4149586,266820,1950305,30100,12.2,11.3,4.1,,,,,,,,,,,,,1,0.53,47
UN232,D2816 over channel,Major Culvert,Culvert Major,9/15/2021,Waterberg,,,6/30/2022,8/9/2021,2143421,3237970,3496350,68020,1284909,24450,,,,,5.5,26,0.6,,,,,,,,,,0.633,42
UN241,D888 over Mogalakwena tributary,Major Culvert,Culvert Major,9/14/2021,Waterberg,,,6/30/2022,8/6/2021,269577,506462,785334,158430,357327,24450,,,,,4.4,7.3,0,,,,,,,,,,0.545,52
UN245,D1200 over Monoko River,Major Culvert,Culvert Major,8/20/2021,Capricorn,,,6/30/2022,8/20/2021,2319385,2727054,4363286,249500,1794401,24450,,,,,14.45,12.35,0.5,,,,,,,,,,0.589,47
UN246,D3269 over Mogalakwena tributary.,Major Culvert,Culvert Major,9/14/2021,Waterberg,,,6/30/2022,8/7/2021,1,698143,1075556,622640,583489,24450,,,,,5.3,8.3,0,,,,,,,,,,0.458,62
UN25,D4100 over Olifants river,Bridge,Bridge,8/12/2021,Sekhukhune,,,6/30/2022,8/12/2021,8810953,20148601,26889900,3343280,14735665,45140,129.5,4.6,8,,,,,,,,,,,,,1,0.452,62
UN26,D4100 over river,Major Culvert,Culvert Major,8/12/2021,Sekhukhune,,,6/30/2022,8/12/2021,883339,1681313,1745730,144460,717931,24450,,,,,10.5,6.8,0,,,,,,,,,,0.589,47
UN260,D4190 over Lepallane river,Bridge,Bridge,8/31/2021,Sekhukhune,,,6/30/2022,8/31/2021,3081997,6127221,6932030,51280,3798753,30100,23.5,9.8,3.2,,,,,,,,,,,,,1,0.452,62
UN268,D4050 over Mpogodima river,Bridge,Bridge,8/13/2021,Capricorn,,,6/30/2022,8/13/2021,7630863,14455719,16323080,1020370,7671847,30100,40.5,13.39,2.92,,,,,,,,,,,,,1,0.53,47
UN268B,D4268 over Ngwaritsi river,Bridge,Bridge,8/5/2021,Sekhukhune,,,6/30/2022,8/5/2021,15700265,30081825,31964540,1240940,15023331,45140,56.2,12.6,11,,,,,,,,,,,,,1,0.53,47
UN269,D4265 over river,Major Culvert,Culvert Major,2/3/2022,Sekhukhune,,,6/30/2022,1/19/2022,2152825,3577951,3793418,80550,1560043,24450,,,,,10.7,14.5,0.6,,,,,,,,,,0.589,47
UN27,D4134 over Malokele river,Bridge,Bridge,8/17/2021,Sekhukhune,,,6/30/2022,8/17/2021,2066842,4440755,4876200,137200,2672158,30100,13.5,12,2.7,,,,,,,,,,,,,1,0.452,62
UN270,D4134 over river,Bridge,Bridge,8/17/2021,Sekhukhune,,,6/30/2022,8/17/2021,1389561,3908324,4638410,707000,2541849,30100,13.4,11.5,4.32,,,,,,,,,,,,,1,0.452,62
UN271,D4134 over Motse river,Bridge,Bridge,8/17/2021,Sekhukhune,,,6/30/2022,8/17/2021,8470081,15946505,19413810,1819240,9124491,45140,38.4,11.2,10.5,,,,,,,,,,,,,1,0.53,47
UN272,D4134 over river,Bridge,Bridge Cellular,8/17/2021,Sekhukhune,,,6/30/2022,8/17/2021,3777951,5469126,6416903,0,2638951,24450,,,,,14.5,18.1,0,,,,,,,,,,0.589,47
UN274,D2484 over river,Bridge,Bridge,2/7/2022,Sekhukhune,,,6/30/2022,3/20/1997,1148616,2167200,2167200,0,1018584,30100,6,12,0,,,,,,,,,,,,,1,0.53,47
UN275,D4100 over Moganyaka river,Bridge,Bridge,8/5/2021,Sekhukhune,,,6/30/2022,8/5/2021,2608659,4274041,5079074,83250,2387165,30100,14.3,11.8,3.6,,,,,,,,,,,,,1,0.53,47
UN276,D4100 over Phuleng river,Bridge,Bridge,8/13/2021,Sekhukhune,,,6/30/2022,8/13/2021,6418765,8259440,9439360,0,3020595,30100,28,11.2,4.8,,,,,,,,,,,,,1,0.68,32
UN277,D4100 over Puleng river,Bridge,Bridge,8/13/2021,Sekhukhune,,,6/30/2022,8/13/2021,4212072,7975728,9144380,634450,4297858,30100,28,10.85,4.2,,,,,,,,,,,,,1,0.53,47
UN278,D4100 over river,Bridge,Bridge,8/13/2021,Sekhukhune,,,6/30/2022,8/13/2021,2964013,6347485,6953100,721130,3267957,30100,22,10.5,5.2,,,,,,,,,,,,,1,0.53,47
UN279,D4100 over Motsephiri river,Bridge,Bridge,8/13/2021,Sekhukhune,,,6/30/2022,8/13/2021,5715185,11089104,11844800,562560,5567057,30100,37.3,10.55,5.3,,,,,,,,,,,,,1,0.53,47
UN28,D4150 over river.,Bridge,Bridge Cellular,2/3/2022,Sekhukhune,,,6/30/2022,1/18/2022,1742697,2556789,3442560,284110,1415753,24450,,,,,32,4.4,0,,,,,,,,,,0.589,47
UN280,D2219 over Ngwaritsi river,Bridge,Bridge,1/26/2022,Sekhukhune,,,6/30/2022,1/18/2022,5628219,9978938,10619280,0,4991061,30100,28,12.6,6.3,,,,,,,,,,,,,1,0.53,47
UN281,D2219 over shakwaneng river,Bridge,Bridge,1/27/2022,Sekhukhune,,,6/30/2022,1/19/2022,2331387,4052590,5157936,0,2826549,30100,11.9,14.4,3,,,,,,,,,,,,,1,0.452,62
UN283,D2219 over river,Bridge,Bridge,1/27/2022,Sekhukhune,,,6/30/2022,1/19/2022,2279633,3305948,4359684,31000,2049051,30100,10.2,14.2,4.4,,,,,,,,,,,,,1,0.53,47
UN284,D2219 over Shakwaneng river,Bridge,Bridge,1/26/2022,Sekhukhune,,,6/30/2022,1/18/2022,1733302,3124163,3834740,0,2101438,30100,14,9.1,7,,,,,,,,,,,,,1,0.452,62
UN287,UN287 OVER MOGOGWANENG,Bridge,Bridge Cellular,8/5/2021,Unknown,,,6/30/2022,8/5/2021,4116952,6873824,6992700,0,2875748,24450,,,,,14.3,20,0,,,,,,,,,,0.589,47
UN29,D4170 over Sefufule river,Bridge,Bridge,8/19/2021,Sekhukhune,,,6/30/2022,8/19/2021,2186387,3922830,4382560,136370,2059803,30100,13,11.2,3,,,,,,,,,,,,,1,0.53,47
UN30,D4170 over Pororo river,Bridge,Bridge,8/19/2021,Sekhukhune,,,6/30/2022,8/19/2021,2553478,4379482,6860091,1082370,3224243,30100,21.3,10.7,4.3,,,,,,,,,,,,,1,0.53,47
UN302,P17/3 over river,Bridge,Bridge,2/7/2022,Mopani,,,6/30/2022,3/8/2011,1224468,2709000,2709000,0,1484532,30100,5,18,2.7,,,,,,,,,,,,,1,0.452,62
UN303,D21 over river,Bridge,Bridge,9/3/2021,Mopani,,,6/30/2022,9/3/2021,1536542,3554690,3602970,92000,1974428,30100,12.6,9.5,3.94,,,,,,,,,,,,,1,0.452,62
UN305,D449 oner Mutshedzi river,Major Culvert,Culvert Major,9/4/2021,Vhembe,,,6/30/2022,9/4/2021,2483270,2895939,3215566,113300,618996,24450,,,,,7.7,17.08,1.5,,,,,,,,,,0.808,22
UN306,D1231 over river,Bridge,Bridge,9/9/2021,Waterberg,,,6/30/2022,8/3/2021,804596,1615117,1918875,139490,974789,30100,8.5,7.5,3.6,,,,,,,,,,,,,1,0.492,52
UN31,D4172 over river,Major Culvert,Culvert Major,8/19/2021,Sekhukhune,,,6/30/2022,8/19/2021,1422298,2129110,2523240,63260,1037682,24450,,,,,12,8.6,0,,,,,,,,,,0.589,47
UN32,D4179 over river,Major Culvert,Culvert Major,8/17/2021,Sekhukhune,,,6/30/2022,8/17/2021,1,719083,1063575,2590210,437395,24450,,,,,5,8.7,0,,,,,,,,,,0.589,47
UN33,D4180 over river,Bridge,Bridge,8/19/2021,Sekhukhune,,,6/30/2022,8/19/2021,1994125,3695151,3762500,0,1768375,30100,12.5,10,0,,,,,,,,,,,,,1,0.53,47
UN35,D4190 over Tswaing river,Bridge,Bridge,8/31/2021,Sekhukhune,,,6/30/2022,8/31/2021,2011512,3544539,4129720,177240,1940968,30100,14,9.8,4,,,,,,,,,,,,,1,0.53,47
UN36,D4190 over Pelangwe river,Bridge,Bridge,8/31/2021,Sekhukhune,,,6/30/2022,8/31/2021,538512,1660772,2131381,591120,1001749,30100,7.3,9.7,2.8,,,,,,,,,,,,,1,0.53,47
UN37,D4200 over Dithothwaneng River,Bridge,Bridge,9/1/2021,Sekhukhune,,,6/30/2022,2/9/2011,3988186,7524880,7524880,0,3536693,30100,25.1,9.96,2.8,,,,,,,,,,,,,1,0.53,47
UN38,D4200 over Lepellane river,Bridge,Bridge,9/1/2021,Sekhukhune,,,6/30/2022,9/1/2021,2095201,3352321,4635400,0,2540199,30100,14,11,5.6,,,,,,,,,,,,,1,0.452,62
UN39,D4200 over river,Bridge,Bridge,9/1/2021,Sekhukhune,,,6/30/2022,9/1/2021,962583,1686057,2085930,142960,980387,30100,6.3,11,2.05,,,,,,,,,,,,,1,0.53,47
UN40,D4220 over river,Bridge,Bridge,8/31/2021,Sekhukhune,,,6/30/2022,9/2/2021,1837999,3448078,3779958,21740,1920219,30100,13.8,9.1,3.8,,,,,,,,,,,,,1,0.492,52
UN42,D4250 over river.,Major Culvert,Culvert Major,9/1/2021,Sekhukhune,,,6/30/2022,9/1/2021,1226451,3073655,3182168,647050,1308666,24450,,,,,9.5,13.7,0,,,,,,,,,,0.589,47
UN43,D4250 over Lepellane river,Bridge,Bridge,9/1/2021,Sekhukhune,,,6/30/2022,9/1/2021,3554783,6646279,7637646,493170,3589693,30100,21.04,12.06,4.8,,,,,,,,,,,,,1,0.53,47
UN44,D4250 over river.,Major Culvert,Culvert Major,9/1/2021,Sekhukhune,,,6/30/2022,9/1/2021,1195386,2119084,2190720,94400,900934,24450,,,,,6.4,14,0,,,,,,,,,,0.589,47
UN45,D4263 over river,Bridge,Bridge,8/12/2021,Sekhukhune,,,6/30/2022,8/12/2021,1167568,2239741,2633750,228320,1237862,30100,12.5,7,1.67,,,,,,,,,,,,,1,0.53,47
UN46,D4280 over Monapanade river,Bridge,Bridge,1/27/2022,Sekhukhune,,,6/30/2022,1/19/2022,924939,1527659,1896300,80100,891261,30100,6,10.5,1.2,,,,,,,,,,,,,1,0.53,47
UN47,D4285 over Motsephiri river,Bridge,Bridge,8/5/2021,Sekhukhune,,,6/30/2022,8/5/2021,2964706,5435480,5593784,0,2629078,30100,20.2,9.2,2.7,,,,,,,,,,,,,1,0.53,47
UN48,D885 over river,Bridge,Bridge,8/19/2021,Capricorn,,,6/30/2022,8/19/2021,4249877,7212466,8359372,180590,3928905,30100,26.2,10.6,3.63,,,,,,,,,,,,,1,0.53,47
UN49,D885 over river,Bridge,Bridge,8/19/2021,Capricorn,,,6/30/2022,8/19/2021,1482795,2657629,3096387,158290,1455302,30100,8.1,12.7,4.09,,,,,,,,,,,,,1,0.53,47
UN5,D190 over river,Major Culvert,Culvert Major,7/23/2021,Waterberg,,,6/30/2022,7/8/2021,3094828,3424357,3545250,47150,403272,24450,,,,,10,14.5,0.5,,,,,,,,,,0.886,13
UN50,Brakspruit River Bridge,Bridge,Bridge Cellular,7/16/2021,Capricorn,,,6/30/2022,7/16/2021,3428894,5956846,6405900,342580,2634426,24450,,,,,20,13.1,1.4,,,,,,,,,,0.589,47
UN6,D1231 over Rooisloot river,Major Culvert,Culvert Major,9/14/2021,Waterberg,,,6/30/2022,8/5/2021,757984,1396154,1742796,191840,792972,24450,,,,,5.4,13.2,0,,,,,,,,,,0.545,52
UN67,D1356 over Dwars river,Bridge,Bridge,7/27/2021,Capricorn,,,6/30/2022,7/27/2021,4971619,8099610,8605620,19640,3614361,30100,32.9,8.69,3.96,,,,,,,,,,,,,1,0.58,42
UN69,D1200 over Doringlaagte River,Major Culvert,Culvert Major,8/20/2021,Capricorn,,,6/30/2022,8/20/2021,1433499,2743868,3039624,356080,1250045,24450,,,,,11.1,11.2,0.3,,,,,,,,,,0.589,47
UN70,D1200 over river,Bridge,Bridge,8/20/2021,Capricorn,,,6/30/2022,8/20/2021,1797348,3421449,3717350,618930,1301072,30100,13,9.5,1.37,,,,,,,,,,,,,1,0.65,35
UN72,Nkumpi Canal Major Culvert,Major Culvert,Culvert Major,8/6/2021,Capricorn,,,6/30/2022,8/6/2021,646661,1337185,1452672,208600,597411,24450,,,,,12.2,4.87,0.4,,,,,,,,,,0.589,47
UN73,D1069 over Sand river.,Major Culvert,Culvert Major,9/15/2021,Waterberg,,,6/30/2022,8/12/2021,3869491,3887912,6709080,80480,2759109,24450,,,,,28,9.8,0.3,,,,,,,,,,0.589,47
UN74,D2357 over crocodile river.,Bridge,Bridge Cellular,9/2/2021,Waterberg,,,6/30/2022,6/15/2021,4340361,5787379,10189050,3976450,1872237,24450,,,,,47.9,8.7,0,,,,,,,,,,0.816,21
UN75,D1959 over river.,Major Culvert,Culvert Major,9/3/2021,Waterberg,,,6/30/2022,8/10/2021,211395,1220296,1573358,577250,784712,24450,,,,,6.5,9.9,0.45,,,,,,,,,,0.501,57
UN77,D1959 over river,Bridge,Bridge Cellular,9/3/2021,Waterberg,,,6/30/2022,8/11/2021,2027519,3692146,4303200,129460,2146221,24450,,,,,22,8,0,,,,,,,,,,0.501,57
UN78,D1959 over river.,Major Culvert,Culvert Major,9/3/2021,Waterberg,,,6/30/2022,8/11/2021,1846693,2198208,2512238,94010,571534,24450,,,,,13.7,7.5,0.3,,,,,,,,,,0.773,26
UN79,D1959 over river.,Major Culvert,Culvert Major,9/3/2021,Waterberg,,,6/30/2022,8/11/2021,1973332,2204598,2675808,93730,608746,24450,,,,,15.2,7.2,0,,,,,,,,,,0.773,26
UN80,D1959 over river.,Bridge,Bridge Cellular,9/3/2021,Waterberg,,,6/30/2022,8/11/2021,3470741,5370553,5745750,113170,2161839,24450,,,,,23.5,10,0.5,,,,,,,,,,0.624,43
UN81,D1882 over Mokolo,Major Culvert,Culvert Major,9/17/2021,Waterberg,,,6/30/2022,6/23/2021,2820495,9292076,11980500,2660584,6499421,24450,,,,,100,4.9,0,,,,,,,,,,0.458,62
UN89,D1942 Over River,,Other Structure,2/4/2022,Vhembe,,,6/30/2022,2/4/1997,0,1,0,0,0,5060,,,,,,,,,,,,,,,,,0.589,47
UN90,D1942 Over River,Major Culvert,Culvert Major,8/11/2021,Vhembe,,,6/30/2022,8/11/2021,4014688,6530952,6821550,1500,2805362,24450,,,,,18.6,15,1.2,,,,,,,,,,0.589,47
UN93,D1764 Sand drift,,Other Structure,2/4/2022,Vhembe,,,6/30/2022,1/7/2005,0,1,0,0,0,5060,,,,,,,,,,,,,,,,,0.711,33
UN94,D3653 over river,Bridge,Bridge,2/7/2022,Vhembe,,,6/30/2022,4/12/2003,1572966,2967860,2967860,0,1394894,30100,17,5.8,0,,,,,,,,,,,,,1,0.53,47
UNC03,D3269 over mogalakwena tributary.,Major Culvert,Culvert Major,9/16/2021,Waterberg,,,6/30/2022,8/7/2021,25233,323345,427875,170520,232122,24450,,,,,3.5,5,0,,,,,,,,,,0.458,62
UNC06,D3277 over Morotsi Tributary 8,Major Culvert,Culvert Major,8/25/2021,Capricorn,,,6/30/2022,8/25/2021,1035785,1860619,1980646,130320,814541,24450,,,,,8.3,9.76,0.3,,,,,,,,,,0.589,47
UNC07,D3277 over Morotsi River,Major Culvert,Culvert Major,8/25/2021,Capricorn,,,6/30/2022,8/25/2021,1591264,3567149,4162368,859330,1711774,24450,,,,,15.2,11.2,0.4,,,,,,,,,,0.589,47
UNC09,Thlabasane River Major Culvert,Major Culvert,Culvert Major,8/11/2021,Capricorn,,,6/30/2022,8/11/2021,1,550370,607338,683000,249768,24450,,,,,5.4,4.6,0.5,,,,,,,,,,0.589,47
UNC10,D1200 over Bosehia River Tributary,Bridge,Bridge Cellular,8/20/2021,Capricorn,,,6/30/2022,8/20/2021,40073360,66415434,68420140,209000,28137784,24450,,,,,53.1,52.7,0.3,,,,,,,,,,0.589,47
UNC11,D1200 over Ga Manasonya River,Major Culvert,Culvert Major,8/20/2021,Capricorn,,,6/30/2022,8/20/2021,1006241,1847583,1956978,145930,804807,24450,,,,,9.2,8.7,0.3,,,,,,,,,,0.589,47
UNC12,Bloed River Tributary,Major Culvert,Culvert Major,7/21/2021,Capricorn,,,6/30/2022,7/21/2021,1,473352,473352,412900,194666,24450,,,,,4.4,4.4,1.3,,,,,,,,,,0.589,47
UNL01,D1350 over river,Bridge,Bridge,7/30/2021,Mopani,,,6/30/2022,7/30/2021,1163565,2500335,2528400,29840,1334995,30100,7,12,3,,,,,,,,,,,,,1,0.472,57
UNL03,D1350 over river,Bridge,Bridge,7/30/2021,Mopani,,,6/30/2022,7/30/2021,1736120,3678220,3678220,0,1942100,30100,13,9.4,3.4,,,,,,,,,,,,,1,0.472,57
UNL05,#NAME?,Major Culvert,Culvert Major,7/30/2021,,,,6/30/2022,7/30/2021,1260033,2119830,2156490,9600,886857,24450,,,,,7,12.6,0.6,,,,,,,,,,0.589,47
UNL06,D3180 over river,Bridge,Bridge,7/30/2021,Mopani,,,6/30/2022,7/30/2021,845690,2024081,2046800,120400,1080710,30100,6.8,10,2.5,,,,,,,,,,,,,1,0.472,57
UNL08,0,Major Culvert,Culvert Major,7/30/2021,,,,6/30/2022,7/30/2021,1514146,2069877,2312970,50000,748824,24450,,,,,11,8.6,0,,,,,,,,,,0.676,37
NB247,D3777 over river,Bridge,Bridge,2/4/2022,Vhembe,,,6/30/2022,1/15/2022,991624,1799636,2015496,0,1023872,30100,12.4,5.4,3,,,,,,,,,,,,,1,0.492,52
